Score,Text,Summary,HelpfulnessNumerator,HelpfulnessDenominator,helpfulness_ratio,word_count,Sentiment,clean_text
5,"If you can get these on sale, these can be a great bargain. They come in small packages and don't need to be refrigerated or frozen. The Chicken flavor in the Pasta Sides is my favorite. Quick and easy to prepare. Just add water and butter and pop into microwave for 10 minutes. For extra flavor, add fresh parsley, carrots and/or cilantro if you like. Also, add a dash of dry white wine and a pinch of sugar if you are feeling really adventurous.",Great Deal,2,2,1.0,84,Positive,get sale great bargain come small packages dont need refrigerated frozen chicken flavor pasta sides favorite quick easy prepare add water butter pop microwave 10 minutes extra flavor add fresh parsley carrots andor cilantro like also add dash dry white wine pinch sugar feeling really adventurous
5,"The flavors of the spices are right on for what I expect from jerky we've bought at the store, but making it ourselves made the taste much better because it wasn't stale and hadn't picked up any off flavors from being stored with other products. One seasoning packet flavors an entire pound very strongly. Used with 2 pounds it was a bit too weak, so I wouldn't try to get more than 1 1/2 pounds out of 1 packet. The instructions indicated the jerky could be stored in a cool dry place and did not need refrigeration. Also, it was very informative on how to store the jerky, how long it would last, and what containers it could be kept in.",tastes better than store jerky,4,4,1.0,121,Positive,flavors spices right expect jerky weve bought store making made taste much better wasnt stale hadnt picked flavors stored products one seasoning packet flavors entire pound strongly used 2 pounds bit weak wouldnt try get 1 12 pounds 1 packet instructions indicated jerky could stored cool dry place need refrigeration also informative store jerky long would last containers could kept
5,If You like cotton candy You will love this taffy!!! :) oh heck even if You don't like cotton candy I assure You that You will LOVE it!!!,YUM,0,0,0.0,28,Positive,like cotton candy love taffy oh heck even dont like cotton candy assure love
5,"Despite the other reviews, I have been taking these pills for a month now and have had no problem with aftertaste or odor. They are a little large - but easy to go down.<br /><br />Because of the research of coconut oil with Alzheimers [...]  I will be taking these for the rest of my life! They were recommended by my doctor and I would recommend these to anyone that has the Alzheimer's disease in their family!",No odor or taste - Great product!,1,1,1.0,77,Positive,despite reviews taking pills month problem aftertaste odor little large easy go downbr br research coconut oil alzheimers taking rest life recommended doctor would recommend anyone alzheimers disease family
1,I found the same box of Dove dark chocolate bars at a local bulk warehouse store for 35% less and didn't have to pay the extraordinarily high shipping to boot which put this box at 100% more than what it costs to buy it locally.  Go figure why this seller doesn't offer it thru Prime.  The box of chocolate we bought from this seller arrived melted which caused everything to separate once it cooled.  Do what I did and shop around... unless you live somewhere you have to buy it over the internet.,Too Expensive,4,6,0.6666666666666666,93,Negative,found box dove dark chocolate bars local bulk warehouse store 35 less didnt pay extraordinarily high shipping boot put box 100 costs buy locally go figure seller doesnt offer thru prime box chocolate bought seller arrived melted caused everything separate cooled shop around unless live somewhere buy internet
5,"They work good for a quick gluten free, low sugar snack. The presto log taste lets you know they are good for you.",handy,1,1,1.0,23,Positive,work good quick gluten free low sugar snack presto log taste lets know good
5,"So, the label says there is a crunch to this bar.  I am not sure why the other reviewer would give this chocolate a lower rating for that.  Anyway, I think this is the best mint chocolate ever.  It is the perfect balance of dark to sweet and the mint flavor is very pleasant and not overwhelming.  I personally like the ""crunch""- I can still let this chocolate melt in my mouth slowly and the crunchy sugar pieces just melt along with it.  I have tried a lot of chocolate and this one is the one I buy repeatedly!",YUMMY!,0,0,0.0,99,Positive,label says crunch bar sure reviewer would give chocolate lower rating anyway think best mint chocolate ever perfect balance dark sweet mint flavor pleasant overwhelming personally like crunch still let chocolate melt mouth slowly crunchy sugar pieces melt along tried lot chocolate one one buy repeatedly
5,I've tried Arizona's Lemon Iced Tea it was okay wasn't that great. I tried the Pomegranate Green Tea it was pretty good but not that great. Then I tried this Peach Iced Tea. I'm quite surprised that it's actually quite good. I don't know how one of the other reviewers ended up with grittiness. Mine dissolved fine in cold water and there is no grittiness to it. It tastes pretty good just about as good as the can stuff. I'm quite impressed. I thought I would like the Pomegranate one more and bought two and only one box of Peach. I will be definitely buying more Peach Iced Tea in the future.,"Wow! Surprised, VERY GOOD!",1,1,1.0,112,Positive,ive tried arizonas lemon iced tea okay wasnt great tried pomegranate green tea pretty good great tried peach iced tea im quite surprised actually quite good dont know one reviewers ended grittiness mine dissolved fine cold water grittiness tastes pretty good good stuff im quite impressed thought would like pomegranate one bought two one box peach definitely buying peach iced tea future
5,"I was very pleased with the product, and I have committed myself to a periodic shipment of this product on a yearly plan!",Another Successful Transaction,1,1,1.0,23,Positive,pleased product committed periodic shipment product yearly plan
5,"I have used Better than Milk for years. I am lactose intollerant. This product dissolves easily, tastes great, and can be mixed to your preferrence. It is getting hard to find in this area. Thanks Amazon!<br />Johanna",Better than Milk--Great!!,6,6,1.0,37,Positive,used better milk years lactose intollerant product dissolves easily tastes great mixed preferrence getting hard find area thanks amazonbr johanna
5,"To start I should say I HATE Almonds. I don't dislike them, I hate them (and I have tried all manner of almonds, from raw to various flavors). A former co-worker brought a huge jug of these to work and urged me to give one a try. Like the stubborn child who refuses to eat her veggies, I popped one in my mouth, with a large glass of water in hand to wash down what I expected to be the awful (to me) flavor. I was shocked to find I not only didn't object to these, but became hooked on them in short order.<br /><br />I have been unable to find this flavor in the mega jug my co-worked purchased at a big box retailer over a year ago and was pleased to find this option on Amazon for a price lower than my local grogery store. I wish that big jug were available, but these smaller cans probably assure a fresher product.<br /><br />I will add, that I am a big fan of vinegar, but am not a big fan of salt and vinegar chips. These almonds have an excellent balance of flavor.",Full of flavor,0,0,0.0,194,Positive,start say hate almonds dont dislike hate tried manner almonds raw various flavors former coworker brought huge jug work urged give one try like stubborn child refuses eat veggies popped one mouth large glass water hand wash expected awful flavor shocked find didnt object became hooked short orderbr br unable find flavor mega jug coworked purchased big box retailer year ago pleased find option amazon price lower local grogery store wish big jug available smaller cans probably assure fresher productbr br add big fan vinegar big fan salt vinegar chips almonds excellent balance flavor
5,"This is more than just a tea, drinking a cup is like a beautiful experience. It has a multi-dimensional flavor, it really does. I never considered myself a tea drinker, but I ordered it once at a Starbucks and was hooked ever since. On special occasions or even when I am down, I treat myself to a cup of this warm and delicous tea.",A beautiful experience,0,0,0.0,64,Positive,tea drinking cup like beautiful experience multidimensional flavor really never considered tea drinker ordered starbucks hooked ever since special occasions even treat cup warm delicous tea
5,"Wonderful hot  chocolat, Very cream. I will recommand this product to all. This is the best coco ever. I enjoy the Nestle Hot Cocoa mix.",Hot Coco,0,0,0.0,25,Positive,wonderful hot chocolat cream recommand product best coco ever enjoy nestle hot cocoa mix
1,not roasted not fresh and a smell like old fish but Amazon customer service was very kind to exchange it ... I did not like this seaweed at all but I LOVE AMAZON,not good at all,1,2,0.5,33,Negative,roasted fresh smell like old fish amazon customer service kind exchange like seaweed love amazon
4,"This pancake mix is loaded with hazelnuts, which is why I bought this mix for the flavor of hazelnuts. Many mixes have a few nuts in them, but this one had a crunch in each bite.",loaded with nuts,0,0,0.0,36,Positive,pancake mix loaded hazelnuts bought mix flavor hazelnuts many mixes nuts one crunch bite
5,"This korean sauce has a sweet tang to a kicked up hot sauce.  The bottle is on the small side, but at least you get 6 of them in the shipment.",Love this stuff! Put it on everything and anything,6,6,1.0,31,Positive,korean sauce sweet tang kicked hot sauce bottle small side least get 6 shipment
5,I have been using this product for months and my dogs skin and coat has never looked better.  They love that they get gravy on their food.,Excellent Product,0,0,0.0,27,Positive,using product months dogs skin coat never looked better love get gravy food
5,"Green Mountain Coffee Southern Pecan, 24-count K- cups for Keurig Brewers (pack of 2) is a delightful product. The K-cups are sturdy and they don't leak when you remove them from the brewer. The flavor is great and they arrive on time.",Great Flavor,3,3,1.0,42,Positive,green mountain coffee southern pecan 24count k cups keurig brewers pack 2 delightful product kcups sturdy dont leak remove brewer flavor great arrive time
2,"I purchase Kind bars from my retailer every day and was trying to save a few dollars. These bars arrived in a damaged carton that appeared to have experienced excessive moisture. The bars had a weird ""melted"" texture and were not up to standard. I would absolutely not reorder them from this source.",Damp & chewy,3,3,1.0,53,Negative,purchase kind bars retailer every day trying save dollars bars arrived damaged carton appeared experienced excessive moisture bars weird melted texture standard would absolutely reorder source
5,This is a really great product.  Our 3 & 5 year old grandsons will now eat broccoli with this great product sprinkled on it!  Really worth the price - I had to order more for our sons (and their kids)!,fungus,0,0,0.0,40,Positive,really great product 3 5 year old grandsons eat broccoli great product sprinkled really worth price order sons kids
5,"Hands-down, my favorite bread. Soft, nice flavor, easily sliced, doesn't crumble and adaptable for other flavors (the cinnamon raisin version on the box is great, too.) A must buy for everyone who needs to eat gluten-free. You won't miss regular gluten bread again after having this freshly made sandwich bread on your plate.",My go-to bread for everyday.,0,0,0.0,53,Positive,handsdown favorite bread soft nice flavor easily sliced doesnt crumble adaptable flavors cinnamon raisin version box great must buy everyone needs eat glutenfree wont miss regular gluten bread freshly made sandwich bread plate
2,"I bought these because my husband loves <a href=""http://www.amazon.com/gp/product/B003VZ7W52"">Cheerios Honey Nut Cereal, 12.25-Ounce Boxes (Pack of 3)</a>. His prognosis (and mine): meh... won't buy them again. They are awfully reminiscent of Capn' Crunch, just a little less sweet, they even turn the milk that orange-y color.","Sorry, I'm Too Old For These",1,2,0.5,46,Negative,bought husband loves hrefhttpwwwamazoncomgpproductb003vz7w52cheerios honey nut cereal 1225ounce boxes pack 3a prognosis mine meh wont buy awfully reminiscent capn crunch little less sweet even turn milk orangey color
5,"You won't find any MSG, hydrogenated oils, or various things that most people can't pronounce and have no idea what it actually is in these chips.  What you WILL find, however, is a very flavorful chip that has enough flavor for eating plain, but not too much flavor for dipping.<br /><br />While I couldn't really taste a true ""olive"" flavor, I think that the olives mixed with the garlic salt provides a very subtle flavor that is more robust than plain salted chips.  Of course, not having an overpowering flavor is a good thing...<br /><br />Texture is important with the foods I eat, and these had a nice firm crispness to them.  Other various natural tortilla chips I've tried (including ""store brand"" Whole Foods chips) have an off-texture (not quite crisp, not quite stale) that have prevented me from repeated buys.  Not the case with these ones.","Excellent, natural chip",0,0,0.0,147,Positive,wont find msg hydrogenated oils various things people cant pronounce idea actually chips find however flavorful chip enough flavor eating plain much flavor dippingbr br couldnt really taste true olive flavor think olives mixed garlic salt provides subtle flavor robust plain salted chips course overpowering flavor good thingbr br texture important foods eat nice firm crispness various natural tortilla chips ive tried including store brand whole foods chips offtexture quite crisp quite stale prevented repeated buys case ones
4,"My son likes these rolls better than traditional rolls (he is not GF; I am).  I don't like them as well, but they aren't bad.  One complaint is that they are too big and I end up with too much roll.  I really like that they are packaged in such a way that I don't have to freeze the extras in the case!",Best subsitute so far,0,0,0.0,63,Positive,son likes rolls better traditional rolls gf dont like well arent bad one complaint big end much roll really like packaged way dont freeze extras case
1,"I was REALLY dissapointed in this product, and the fact that I had ordered so many boxes.  I like the Diet Green Tea, and was hoping I could exchange that...but I kind of doubt it.  I still have a bunch of boxes, and I don't know what I will do with them...",bummed....,0,1,0.0,52,Negative,really dissapointed product fact ordered many boxes like diet green tea hoping could exchange thatbut kind doubt still bunch boxes dont know
5,My dogs can not wait to get this treat everyday.  I think the glucosamine helps my older dog's joints.  If your dog has allergies I would go with the lamb and rice over the other flavors.,Dogs love them!,0,0,0.0,36,Positive,dogs wait get treat everyday think glucosamine helps older dogs joints dog allergies would go lamb rice flavors
5,"I had mole problems and I killed the bugs.  I had killed the whole yard to replant and don't know if there were less bugs in the first place, but I spread insecticide.  I don't have a mole problem now.  Coincidence?",Kill the bugs in your yard first,0,0,0.0,41,Positive,mole problems killed bugs killed whole yard replant dont know less bugs first place spread insecticide dont mole problem coincidence
5,I love this product.  All healthy ingredients. Great price.  Not many things don't have added sugar of some type and still taste great.,no added sugar,0,0,0.0,23,Positive,love product healthy ingredients great price many things dont added sugar type still taste great
5,This made a great tasting BBQ pulled pork in the crock pot! My family loved it!,Realy Good!,1,1,1.0,16,Positive,made great tasting bbq pulled pork crock pot family loved
5,"This is a great choice, all the coffees are delicious.  I had a family reunion, and each one of my guests was impressed because they had the opportunity to choose their favorite flavor, they were all different.",Excellent Variety,2,2,1.0,37,Positive,great choice coffees delicious family reunion one guests impressed opportunity choose favorite flavor different
5,"PILON coffee as my first purchase on AMAZON. The experience was both easy & pleasant. The coffee is 1st rate. Strong, smoothe, not heavy and no after-taste.  Enjoyed various ways: On ice, frappe, with flavored cream or black, though I choose the latter. All real""coffee drinkers"" look for is a consistantly good  cup-of-joe. PILON nailed it. Delivery was fast and I was sent emails on its shipping progress. I was very pleased with my purchase & product. I will purchase again. Thanks AMAZON .",Coffee anyone!,1,2,0.5,84,Positive,pilon coffee first purchase amazon experience easy pleasant coffee 1st rate strong smoothe heavy aftertaste enjoyed various ways ice frappe flavored cream black though choose latter realcoffee drinkers look consistantly good cupofjoe pilon nailed delivery fast sent emails shipping progress pleased purchase product purchase thanks amazon
5,My husband is Kenyan and he said that he used to drink this tea all of the time when he was home.  Someone brought us this tea from Kenya when they visited and then I was hooked on it too! The crazy part is I didn't even like hot tea until I tried this.  They don't sell it in the stores here of course but I was delighted to see that it was available here on Amazon. Any tea drinker should try this!,The BEST ever!,4,4,1.0,83,Positive,husband kenyan said used drink tea time home someone brought us tea kenya visited hooked crazy part didnt even like hot tea tried dont sell stores course delighted see available amazon tea drinker try
5,Awesome value for the money. Ordred a second one at the end of the summer and still have not opened it. Tastes as good as some of the more popular brands.,Caribou coffee cups,0,0,0.0,31,Positive,awesome value money ordred second one end summer still opened tastes good popular brands
1,"I bought saffron advertized on this page from ""GourmetFoodStore"" - its not good and we didn't like it.<br />When I bought it, they were selling it as ""AlTaj"" Crown brand saffron which is much better in quality IMO. What I got was ""Harvest of saffron"" - the one displayed on the page now.<br />I had to send many emails to get a reply, I filed a buyers claim but the seller kept delaying their response and finally amazon close the claim as time-out -- hello amazon , you should have checked with me first<br /><br />So my feedback in short<br /> - I didn't like this ""Harvest of Saffron. IMO Al-Taj and Gathering of Saffron are much better brands<br /> - I didn't like the seller. So check other's reivew and feedback about seller before buying.",show one thing - sell another,10,10,1.0,136,Negative,bought saffron advertized page gourmetfoodstore good didnt like itbr bought selling altaj crown brand saffron much better quality imo got harvest saffron one displayed page nowbr send many emails get reply filed buyers claim seller kept delaying response finally amazon close claim timeout hello amazon checked firstbr br feedback shortbr didnt like harvest saffron imo altaj gathering saffron much better brandsbr didnt like seller check others reivew feedback seller buying
4,"The 2.5 oz. size bags of Great Northern Popcorn comes with oil on one side of bag and the popcorn and salt on the other side. This way you can add the oil to the popper and warm it up ( usually takes around 3 minutes.) Add the popcorn and salt and in just a few minutes you are ready to enjoy. Now I did found some old maids, but i had tried other popcorns and also found it true with these too. This has a good taste and just the right amount of salt. I feel that this is a good buy for the money. This work good with the use of the 2.5 oz table top retro style popcorn popper.",popcorn lover,0,0,0.0,122,Positive,25 oz size bags great northern popcorn comes oil one side bag popcorn salt side way add oil popper warm usually takes around 3 minutes add popcorn salt minutes ready enjoy found old maids tried popcorns also found true good taste right amount salt feel good buy money work good use 25 oz table top retro style popcorn popper
4,I was very surprised on how much I liked the tea.<br />I originally purchased this tea thinking it was Sencha Tea. I didn't realize it came mixed with roasted and popped rice. After making my first cup I found the smell and taste to be familiar but I couldn't put my finger on it. I am still surprised on how the combination of Tea and Roasted rice work. The Sencha taste is there but the roasted flavor makes it a very interesting drink that I definitely recommend trying.,Great Flavor,0,0,0.0,88,Positive,surprised much liked teabr originally purchased tea thinking sencha tea didnt realize came mixed roasted popped rice making first cup found smell taste familiar couldnt put finger still surprised combination tea roasted rice work sencha taste roasted flavor makes interesting drink definitely recommend trying
5,"This is not the most healthy choice in terms of ingredients, but I do notice that it has lower Saturated fat and sodium than the South Beach bars so that's also a plus!  Same great taste and everything, as well!",Healthier,1,1,1.0,40,Positive,healthy choice terms ingredients notice lower saturated fat sodium south beach bars thats also plus great taste everything well
1,"I have a two and a half year old female Boxer that has allergies to most commercial dog foods, so I keep her on a diet free of wheat, soy, and animal by-products.  Canidae seemed to fit the criteria and was available at my local pet store (whereas, the brand I was feeding, Evo, had to be ordered), so I wanted to try it.  I've been feeding my dog three and a half cups of Canidae dry dog food daily (divided between two feedings) for about five weeks, and she has lost a significant amount of weight on this diet.  She is a very active dog that has always been lean, but she is now too skinny. I will be switching back to Evo and would not recommend Canidae.",My dog lost too much weight on this food.,1,4,0.25,129,Negative,two half year old female boxer allergies commercial dog foods keep diet free wheat soy animal byproducts canidae seemed fit criteria available local pet store whereas brand feeding evo ordered wanted try ive feeding dog three half cups canidae dry dog food daily divided two feedings five weeks lost significant amount weight diet active dog always lean skinny switching back evo would recommend canidae
5,This item was clean both inside and out and with little sign of use. This holder fit perfectly and was exactly what I needed to put my old machine back in service.,Just As Expected,0,0,0.0,32,Positive,item clean inside little sign use holder fit perfectly exactly needed put old machine back service
1,"DISAPPOINTED!!!!  Not returnable, too bad.  Packaging from Amazon seemed great as usual.  And box was not crushed or battered etc, air packets were in-tact.  But they tasted stale and were broken up.  No expiration date on package.  Canceled my subscription post haste.",DISAPPOINTED,0,0,0.0,42,Negative,disappointed returnable bad packaging amazon seemed great usual box crushed battered etc air packets intact tasted stale broken expiration date package canceled subscription post haste
2,"I think my dog was just too smart for this toy.  I purchased one of the larger ones with the rubber rope.  After 5 minutes of frustration in trying to get the treats out, my dog chewed through the rubber rope so that she could just empty the treats out the hole.  It was a waste of money for my dog to try out.  With the fabric-type rope, the toy might have lasted longer for her.",Not a great toy for chewers,0,0,0.0,76,Negative,think dog smart toy purchased one larger ones rubber rope 5 minutes frustration trying get treats dog chewed rubber rope could empty treats hole waste money dog try fabrictype rope toy might lasted longer
5,I ordered this on the first week of December and they said my package would come in on the 24th of December. It came in about 2 weeks early! I used it the first time on Christmas day and it worked great. I use it at least once a day and its been working great so far. Very easy instructions for setting it up and it brews my coffee very quickly. Thanks.,Great!,0,0,0.0,72,Positive,ordered first week december said package would come 24th december came 2 weeks early used first time christmas day worked great use least day working great far easy instructions setting brews coffee quickly thanks
5,"I like this product a lot. It's a good substitute for hot chocolate - when you want a sweet hot drink, but don't want chocolate flavor. Also, this mix produces a nice foam - kind of like a 'real' latte!<br />It is difficult to find this product, the sugared decaf mix, in grocery stores (most carry the sugar-free decaf instead) - and I strongly prefer the sugared kind.<br />I also use it to sweeten/flavor cheap regular coffee.<br />You can make it with hot water, or with hot milk for an extra-creamy drink.<br /><br />I had heard that the ""General Foods International"" coffees were going to be re-branded as ""Maxwell House International"" coffees. So hopefully I will be able to find this same product under the new brand.",foamy sweet drink,1,1,1.0,127,Positive,like product lot good substitute hot chocolate want sweet hot drink dont want chocolate flavor also mix produces nice foam kind like real lattebr difficult find product sugared decaf mix grocery stores carry sugarfree decaf instead strongly prefer sugared kindbr also use sweetenflavor cheap regular coffeebr make hot water hot milk extracreamy drinkbr br heard general foods international coffees going rebranded maxwell house international coffees hopefully able find product new brand
4,"I always like the idea of flavored coffee better than the actual taste, but this stuff is pretty good. It has a smooth vanilla flavor without the chemical aftertaste that some brands have, and only moderately acidic.","Better, Not Bitter",0,0,0.0,37,Positive,always like idea flavored coffee better actual taste stuff pretty good smooth vanilla flavor without chemical aftertaste brands moderately acidic
5,"I tried this product once, LOVED IT! now i'm signed up for Subscribe & Save and receive 5 BOXES of peanut butter granola every month. Because its so good AND contains filling granola I'm able to binge eat every breakfast allowing me to not worry about eating again for another 8 to 10 hours.<br /><br />i would suggest a variety box for first time buyers as the other Erin Baker products are also very good (double chocolate is great).",Subscribe & Save!,0,0,0.0,79,Positive,tried product loved im signed subscribe save receive 5 boxes peanut butter granola every month good contains filling granola im able binge eat every breakfast allowing worry eating another 8 10 hoursbr br would suggest variety box first time buyers erin baker products also good double chocolate great
1,bland and dry; lots of salt and little bit of... I don't know... it's like a dusty taste. I love cheese but this is really not pleasant.,Yuck,0,0,0.0,27,Negative,bland dry lots salt little bit dont know like dusty taste love cheese really pleasant
5,"My new Yorkie came from a puppy mill. She was clean and well groomed. She was not ever in a house. When I got her home she was so scared and nervous from the strange surroundings. She would not eat or drink and had horrible watery mucous bowel movements. After a visit to the vet that showed no  parasites we put on the bland diet. I researched organic dog food and was very impressed with the reviews of this food. No one in my area, Lancaster PA. has this product. I sent for it and weaned her off the bland diet. After only two days on this food her poops are solid small and firm. I am so thankful. She is really doing well and she is a very sweet girl and looks at me with grateful brown eyes.",scared sophia had terrible diarhea,2,2,1.0,139,Positive,new yorkie came puppy mill clean well groomed ever house got home scared nervous strange surroundings would eat drink horrible watery mucous bowel movements visit vet showed parasites put bland diet researched organic dog food impressed reviews food one area lancaster pa product sent weaned bland diet two days food poops solid small firm thankful really well sweet girl looks grateful brown eyes
5,"My favorite out of all the k-cups! We fell in love with the kuerig in our sunday school class simply for its convenience unfortunately though I honestly am a major coffee lover and somewhat of a coffee snob so when we traded our aeropress (which I recommend 100%, I just want something faster these days)I had a hard time finding a k-cup that was bold enough for me-if you like dark french roasts, you know what Im talking about, well to this day, Ive tried many different k-cups, I even have the eco cup where you can put your own coffee in and nothing matches tulleys french roast...the only one that I would drink besides it is jet fuel but its def still not numero uno like tulleys!",mmmmmm tulleys!,1,1,1.0,128,Positive,favorite kcups fell love kuerig sunday school class simply convenience unfortunately though honestly major coffee lover somewhat coffee snob traded aeropress recommend 100 want something faster daysi hard time finding kcup bold enough meif like dark french roasts know im talking well day ive tried many different kcups even eco cup put coffee nothing matches tulleys french roastthe one would drink besides jet fuel def still numero uno like tulleys
5,This is the very best tea for licorice lovers.  It has a great flavor that only gets better toward the end of the mug!  Buy it and enjoy.,This is the BEST tea.,0,0,0.0,28,Positive,best tea licorice lovers great flavor gets better toward end mug buy enjoy
5,These cookies are great!  Don 't really get alot of good stuff when going gluten free.,Gluten free Cookies,1,1,1.0,16,Positive,cookies great really get alot good stuff going gluten free
5,"This product is great!  My wife and father in law are gluten free dieters and this has helped their life out so much.  The biscuits, muffins, pancakes that we make with this mix is really good.  My wife has substituted this mix instead of wheat flour and her recipes have turned out fine!  I recommend this product for anyone that needs to eat gluten free!!!!",Excellent Product,3,3,1.0,65,Positive,product great wife father law gluten free dieters helped life much biscuits muffins pancakes make mix really good wife substituted mix instead wheat flour recipes turned fine recommend product anyone needs eat gluten free
5,Not much anyone can say about vital gluten except that this product works well. I've made two loaves of bread and both baked up to have perfect consistency. This size of container is excellent value and if stored correctly will last up to 5 years.,Good value,0,0,0.0,45,Positive,much anyone say vital gluten except product works well ive made two loaves bread baked perfect consistency size container excellent value stored correctly last 5 years
2,"I was hoping to approximate diet Coke.  Hansen's hasn't got the zip.  A little too much nutmeg flavor, and not enough carbonation.  Wish they'd reformulate, because I like the Splenda sweetener.  And, maybe add some caffeine too.",BLAND,0,3,0.0,37,Negative,hoping approximate diet coke hansens hasnt got zip little much nutmeg flavor enough carbonation wish theyd reformulate like splenda sweetener maybe add caffeine
5,This was a gift for my Daughter.  She was truely excited and has nothing but good things to say about the tea and the flowers.<br /><br />She purchase a couple of pod from the local Tea Shop and was a little disappoint with the flowering.<br /><br />Thank you.  She really liked this gift,Tea Flower,1,1,1.0,53,Positive,gift daughter truely excited nothing good things say tea flowersbr br purchase couple pod local tea shop little disappoint floweringbr br thank really liked gift
5,"Barry Farms has always provided fresh high quality herbs and spices when I have purchased them. The juniper berries are large and potent. I have used them with great success in pickling vegetables, and in brining for making my own pastrami.",Juniper Berries,1,1,1.0,41,Positive,barry farms always provided fresh high quality herbs spices purchased juniper berries large potent used great success pickling vegetables brining making pastrami
5,"We were pleased with this salt. It's actually more salty than regular salt, even kosher salt or sea salt.  A little bit goes a long way!  I don't usually cook with it, but add it to things afterwards. I've been hand grinding it.","Intensely salty, healthy salt",12,14,0.8571428571428571,43,Positive,pleased salt actually salty regular salt even kosher salt sea salt little bit goes long way dont usually cook add things afterwards ive hand grinding
5,"I bought this because it was on sale and hey we're in a recession, right?<br /><br />I thought it was too sweet.  Maybe it is my adult tastebuds.  Tastes a lot like good ol' cinnamon toast crunch.<br />I bought a couple of boxes of regular chex and mixed it with the cinnamon chex and presto delicious.",Too sweet for me but mix with plain chex and you're golden,0,0,0.0,56,Positive,bought sale hey recession rightbr br thought sweet maybe adult tastebuds tastes lot like good ol cinnamon toast crunchbr bought couple boxes regular chex mixed cinnamon chex presto delicious
5,"My 14 year-old cat was diagnosed with Diabetes and Chronic Renal Failure earlier this year; it was devastating. I had to administer insulin shots to him twice a day and twice he had hypo-glycemia due to the enormous challenge of balancing insulin levels. Worse, he was miserable and wary of me.<br /><br />At 16 lbs, he was overweight even for a large frame cat so I promptly began an intensive internet research (agree with the earlier poster who cautions against the foods prescribed by vets and sold in grocery stores) and after narrowing the field of high-protein pet foods, decided to try wet food. I was nervous because I had been guilty of feeding my baby delicious, awful-for-him dry foods (I was clueless) so I had no idea how long the transition to Wellness wet would take.<br /><br />There was no transition: He loved the food immediately and the switch was painless. Best, he lost 4 lbs in about 6 months, his blood sugar has stabilized and he's off insulin, hopefully permanently.<br /><br />Wellness isn't cheap, but when compared with the cost of losing a beloved furry member of the family too soon, the price is well-justified!<br /><br />ps. Maximillian's favorites are the chicken and the turkey. Vary for best results!",Great Option For Diabetic Cats!,2,2,1.0,211,Positive,14 yearold cat diagnosed diabetes chronic renal failure earlier year devastating administer insulin shots twice day twice hypoglycemia due enormous challenge balancing insulin levels worse miserable wary mebr br 16 lbs overweight even large frame cat promptly began intensive internet research agree earlier poster cautions foods prescribed vets sold grocery stores narrowing field highprotein pet foods decided try wet food nervous guilty feeding baby delicious awfulforhim dry foods clueless idea long transition wellness wet would takebr br transition loved food immediately switch painless best lost 4 lbs 6 months blood sugar stabilized hes insulin hopefully permanentlybr br wellness isnt cheap compared cost losing beloved furry member family soon price welljustifiedbr br ps maximillians favorites chicken turkey vary best results
5,"This is my first time ordering a food item from an online site, and it was great! :D<br />A lot of the other review for this product said they only had a few of the mango flavors but mine had about half and half of mango and strawberry.<br /><br />Also, the shipping was awesome.  Shipped next day and got it the day after. (Compared to August 6-9 that tracking said it'd take vs. arriving on August 3)<br /><br />&lt;3",Pleasantly surprised ^^,0,0,0.0,79,Positive,first time ordering food item online site great dbr lot review product said mango flavors mine half half mango strawberrybr br also shipping awesome shipped next day got day compared august 69 tracking said itd take vs arriving august 3br br lt3
4,organic..tasty and true chocolate taste. I would never go back to buying the store name brand- fake toaster thingies. These are the real deal and taste good too. Great value based on organic ingredients and flavor- as well as how many you get per order. Twelve per shipment.,Delish,0,0,0.0,48,Positive,organictasty true chocolate taste would never go back buying store name brand fake toaster thingies real deal taste good great value based organic ingredients flavor well many get per order twelve per shipment
5,"I really like this product and I like orange flavor for the most.<br />It's kind of small. one pack of nuget is about 1.5 inch x 1.5 inch x 3 inch. Also it's not filled up all the space.<br />So little mount of nuggets, but I still love it!",Very good,0,0,0.0,49,Positive,really like product like orange flavor mostbr kind small one pack nuget 15 inch x 15 inch x 3 inch also filled spacebr little mount nuggets still love
1,"A common ingredient in their products is gelatin, which consists of animal by-products such as bones, skin, hair, hooves, etc.  The discards are stewed for hours after which the surface of the sludge is collected and ... voila ... gelatin.<br /><br />This company needs to remove any vegetarian connotation from their products that use gelatin.",This product is mislabeled.  NOT VEGETARIAN!!!!,0,4,0.0,55,Negative,common ingredient products gelatin consists animal byproducts bones skin hair hooves etc discards stewed hours surface sludge collected voila gelatinbr br company needs remove vegetarian connotation products use gelatin
